tweets,label,case_folding,cleansing,tokenizing,stopword,stemming
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/3PD3UriYEq",1.0,"tinjau vaksinasi 1.300 karyawan tekstil, kapolri minta tracing dan testing diperkuat https://t.co/3pd3uriyeq",tinjau vaksinasi karyawan tekstil kapolri minta tracing dan testing diperkuat,"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'kapolri', 'minta', 'tracing', 'dan', 'testing', 'diperkuat']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'diperkuat']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat']"
Pemprov Kalbar Gencarkan Vaksinasi Covid-19: Midji Ajak Masyarakat Daftarkan Diri https://t.co/raLhMbn0rB,1.0,pemprov kalbar gencarkan vaksinasi covid-19: midji ajak masyarakat daftarkan diri https://t.co/ralhmbn0rb,pemprov kalbar gencarkan vaksinasi covid midji ajak masyarakat daftarkan diri,"['pemprov', 'kalbar', 'gencarkan', 'vaksinasi', 'covid', 'midji', 'ajak', 'masyarakat', 'daftarkan', 'diri']","['pemprov', 'kalbar', 'gencarkan', 'vaksinasi', 'covid', 'midji', 'ajak', 'masyarakat', 'daftarkan']","['pemprov', 'kalbar', 'gencar', 'vaksinasi', 'covid', 'midji', 'ajak', 'masyarakat', 'daftar']"
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/oBoz5M07tb., meninjau langsung pelaksanaan vaksinasi https://t.co/6PSQqRKPPN",1.0,"tinjau vaksinasi 1.300 karyawan tekstil, kapolri minta tracing dan testing diperkuat  panglima tni marsekal tni dr. (h.c) hadi tjahjanto, s.i.p., bersama kapolri jenderal polisi drs. listyo sigit prabowo, https://t.co/oboz5m07tb., meninjau langsung pelaksanaan vaksinasi https://t.co/6psqqrkppn",tinjau vaksinasi karyawan tekstil kapolri minta tracing dan testing diperkuat panglima tni marsekal tni dr   hadi tjahjanto    bersama kapolri jenderal polisi drs listyo sigit prabowo meninjau langsung pelaksanaan vaksinasi,"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'kapolri', 'minta', 'tracing', 'dan', 'testing', 'diperkuat', 'panglima', 'tni', 'marsekal', 'tni', 'dr', 'hadi', 'tjahjanto', 'bersama', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'meninjau', 'langsung', 'pelaksanaan', 'vaksinasi']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'diperkuat', 'jenderal', 'sigit', 'meninjau', 'pelaksanaan', 'vaksinasi']","['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi']"
"""Kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. Secepat-cepatnya target vaksinasi ini paling tidak di Kabupaten Bogor, bulan Agustus sudah tercapai kekebalan komunal,"" tandas Presiden.",1.0,"""kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. secepat-cepatnya target vaksinasi ini paling tidak di kabupaten bogor, bulan agustus sudah tercapai kekebalan komunal,"" tandas presiden.",kita harapkan tetap bekerja keras mempercepat program vaksinasi ini secepat cepatnya target vaksinasi ini paling tidak di kabupaten bogor bulan agustus sudah tercapai kekebalan komunal tandas presiden,"['kita', 'harapkan', 'tetap', 'bekerja', 'keras', 'mempercepat', 'program', 'vaksinasi', 'ini', 'secepat', 'cepatnya', 'target', 'vaksinasi', 'ini', 'paling', 'tidak', 'di', 'kabupaten', 'bogor', 'bulan', 'agustus', 'sudah', 'tercapai', 'kekebalan', 'komunal', 'tandas', 'presiden']","['harapkan', 'keras', 'mempercepat', 'program', 'vaksinasi', 'secepat', 'cepatnya', 'target', 'vaksinasi', 'bogor', 'agustus', 'tercapai', 'kekebalan', 'komunal']","['harap', 'keras', 'cepat', 'program', 'vaksinasi', 'cepat', 'cepat', 'target', 'vaksinasi', 'bogor', 'agustus', 'capai', 'kebal', 'komunal']"
"Presiden Joko Widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. Dengan vaksinasi ini, Presiden menargetkan Kabupaten Bogor dapat mencapai kekebalan komunal pada bulan Agustus.",1.0,"presiden joko widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. dengan vaksinasi ini, presiden menargetkan kabupaten bogor dapat mencapai kekebalan komunal pada bulan agustus.",presiden joko widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi dengan vaksinasi ini presiden menargetkan kabupaten bogor dapat mencapai kekebalan komunal pada bulan agustus,"['presiden', 'joko', 'widodo', 'berharap', 'agar', 'semua', 'pihak', 'dapat', 'terus', 'bekerja', 'keras', 'untuk', 'mempercepat', 'program', 'vaksinasi', 'dengan', 'vaksinasi', 'ini', 'presiden', 'menargetkan', 'kabupaten', 'bogor', 'dapat', 'mencapai', 'kekebalan', 'komunal', 'pada', 'bulan', 'agustus']","['berharap', 'keras', 'mempercepat', 'program', 'vaksinasi', 'vaksinasi', 'menargetkan', 'bogor', 'mencapai', 'kekebalan', 'komunal', 'agustus']","['harap', 'keras', 'cepat', 'program', 'vaksinasi', 'vaksinasi', 'target', 'bogor', 'capai', 'kebal', 'komunal', 'agustus']"
"""Saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal (herd immunity) yang kita harapkan penyebaran Covid ini bisa kita hambat,"" jelas Presiden. https://t.co/jH38gPQnrX",1.0,"""saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal (herd immunity) yang kita harapkan penyebaran covid ini bisa kita hambat,"" jelas presiden. https://t.co/jh38gpqnrx",saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal herd immunity yang kita harapkan penyebaran covid ini bisa kita hambat jelas presiden,"['saya', 'kira', 'terus', 'dilanjutkan', 'karena', 'kita', 'membutuhkan', 'percepatan', 'vaksinasi', 'ini', 'dalam', 'rangka', 'mencapai', 'kekebalan', 'komunal', 'herd', 'immunity', 'yang', 'kita', 'harapkan', 'penyebaran', 'covid', 'ini', 'bisa', 'kita', 'hambat', 'jelas', 'presiden']","['dilanjutkan', 'membutuhkan', 'percepatan', 'vaksinasi', 'rangka', 'mencapai', 'kekebalan', 'komunal', 'herd', 'immunity', 'harapkan', 'penyebaran', 'covid', 'hambat']","['lanjut', 'butuh', 'cepat', 'vaksinasi', 'rangka', 'capai', 'kebal', 'komunal', 'herd', 'immunity', 'harap', 'sebar', 'covid', 'hambat']"
"Sebanyak 200 peserta melakukan vaksinasi di RS Permata Jonggol, 200 peserta di RS EMC Sentul, 300 peserta di RS Bina Husada, 300 peserta di Puskesmas Cimandala, 400 peserta di Puskesmas Citeureup, dan 300 peserta di Puskesmas Karadenan https://t.co/HkQIjHc2Yp",1.0,"sebanyak 200 peserta melakukan vaksinasi di rs permata jonggol, 200 peserta di rs emc sentul, 300 peserta di rs bina husada, 300 peserta di puskesmas cimandala, 400 peserta di puskesmas citeureup, dan 300 peserta di puskesmas karadenan https://t.co/hkqijhc2yp",sebanyak peserta melakukan vaksinasi di rs permata jonggol peserta di rs emc sentul peserta di rs bina husada peserta di puskesmas cimandala peserta di puskesmas citeureup dan peserta di puskesmas karadenan,"['sebanyak', 'peserta', 'melakukan', 'vaksinasi', 'di', 'rs', 'permata', 'jonggol', 'peserta', 'di', 'rs', 'emc', 'sentul', 'peserta', 'di', 'rs', 'bina', 'husada', 'peserta', 'di', 'puskesmas', 'cimandala', 'peserta', 'di', 'puskesmas', 'citeureup', 'dan', 'peserta', 'di', 'puskesmas', 'karadenan']","['peserta', 'vaksinasi', 'permata', 'jonggol', 'peserta', 'emc', 'sentul', 'peserta', 'bina', 'husada', 'peserta', 'cimandala', 'peserta', 'citeureup', 'peserta', 'karadenan']","['serta', 'vaksinasi', 'permata', 'jonggol', 'serta', 'emc', 'sentul', 'serta', 'bina', 'husada', 'serta', 'cimandala', 'serta', 'citeureup', 'serta', 'karadenan']"
"Dalam kesempatan tersebut, Presiden juga berbincang melalui konferensi video dengan perwakilan dari tiga RS dan tiga Puskesmas (PKM) yang mengadakan vaksinasi. Mereka adalah RS Permata Jonggol, RS EMC Sentul, RS Bina Husada, PKM Cimandala, PKM Citeureup, dan PKM Karadenan. https://t.co/13yWTEednU",1.0,"dalam kesempatan tersebut, presiden juga berbincang melalui konferensi video dengan perwakilan dari tiga rs dan tiga puskesmas (pkm) yang mengadakan vaksinasi. mereka adalah rs permata jonggol, rs emc sentul, rs bina husada, pkm cimandala, pkm citeureup, dan pkm karadenan. https://t.co/13ywteednu",dalam kesempatan tersebut presiden juga berbincang melalui konferensi video dengan perwakilan dari tiga rs dan tiga puskesmas pkm yang mengadakan vaksinasi mereka adalah rs permata jonggol rs emc sentul rs bina husada pkm cimandala pkm citeureup dan pkm karadenan,"['dalam', 'kesempatan', 'tersebut', 'presiden', 'juga', 'berbincang', 'melalui', 'konferensi', 'video', 'dengan', 'perwakilan', 'dari', 'tiga', 'rs', 'dan', 'tiga', 'puskesmas', 'pkm', 'yang', 'mengadakan', 'vaksinasi', 'mereka', 'adalah', 'rs', 'permata', 'jonggol', 'rs', 'emc', 'sentul', 'rs', 'bina', 'husada', 'pkm', 'cimandala', 'pkm', 'citeureup', 'dan', 'pkm', 'karadenan']","['kesempatan', 'berbincang', 'konferensi', 'video', 'perwakilan', 'pkm', 'mengadakan', 'vaksinasi', 'permata', 'jonggol', 'emc', 'sentul', 'bina', 'husada', 'pkm', 'cimandala', 'pkm', 'citeureup', 'pkm', 'karadenan']","['sempat', 'bincang', 'konferensi', 'video', 'wakil', 'pkm', 'ada', 'vaksinasi', 'permata', 'jonggol', 'emc', 'sentul', 'bina', 'husada', 'pkm', 'cimandala', 'pkm', 'citeureup', 'pkm', 'karadenan']"
"Sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. https://t.co/YUT0eSFbYV",1.0,"sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat, mulai dari kaum lanjut usia (lansia), pendidik, pedagang pasar, tokoh agama, pegawai pemerintah, pelayan publik, difabel, pelaku transportasi, hingga masyarakat rentan lainnya. https://t.co/yut0esfbyv",sasaran vaksinasi pada hari ini ditujukan untuk berbagai kalangan masyarakat mulai dari kaum lanjut usia lansia pendidik pedagang pasar tokoh agama pegawai pemerintah pelayan publik difabel pelaku transportasi hingga masyarakat rentan lainnya,"['sasaran', 'vaksinasi', 'pada', 'hari', 'ini', 'ditujukan', 'untuk', 'berbagai', 'kalangan', 'masyarakat', 'mulai', 'dari', 'kaum', 'lanjut', 'usia', 'lansia', 'pendidik', 'pedagang', 'pasar', 'tokoh', 'agama', 'pegawai', 'pemerintah', 'pelayan', 'publik', 'difabel', 'pelaku', 'transportasi', 'hingga', 'masyarakat', 'rentan', 'lainnya']","['sasaran', 'vaksinasi', 'kalangan', 'masyarakat', 'kaum', 'usia', 'lansia', 'pendidik', 'pedagang', 'pasar', 'tokoh', 'agama', 'pegawai', 'pelayan', 'publik', 'difabel', 'pelaku', 'transportasi', 'masyarakat', 'rentan']","['sasar', 'vaksinasi', 'kalang', 'masyarakat', 'kaum', 'usia', 'lansia', 'didik', 'dagang', 'pasar', 'tokoh', 'agama', 'pegawai', 'layan', 'publik', 'difabel', 'laku', 'transportasi', 'masyarakat', 'rentan']"
"Presiden @jokowi meninjau vaksinasi bagi sekitar 5.000 masyarakat di Stadion Pakansari, Cibinong, Kabupaten Bogor, Jawa Barat, pada Kamis, 17 Juni 2021 Secara keseluruhan, sasaran vaksinasi di Kabupaten Bogor pada hari ini yaitu sebanyak 10.000 org yg tersebar di sejumlah tempat https://t.co/nLmMoe7MNB",1.0,"presiden @jokowi meninjau vaksinasi bagi sekitar 5.000 masyarakat di stadion pakansari, cibinong, kabupaten bogor, jawa barat, pada kamis, 17 juni 2021 secara keseluruhan, sasaran vaksinasi di kabupaten bogor pada hari ini yaitu sebanyak 10.000 org yg tersebar di sejumlah tempat https://t.co/nlmmoe7mnb",presiden meninjau vaksinasi bagi sekitar masyarakat di stadion pakansari cibinong kabupaten bogor jawa barat pada kamis juni secara keseluruhan sasaran vaksinasi di kabupaten bogor pada hari ini yaitu sebanyak org yg tersebar di sejumlah tempat,"['presiden', 'meninjau', 'vaksinasi', 'bagi', 'sekitar', 'masyarakat', 'di', 'stadion', 'pakansari', 'cibinong', 'kabupaten', 'bogor', 'jawa', 'barat', 'pada', 'kamis', 'juni', 'secara', 'keseluruhan', 'sasaran', 'vaksinasi', 'di', 'kabupaten', 'bogor', 'pada', 'hari', 'ini', 'yaitu', 'sebanyak', 'org', 'yg', 'tersebar', 'di', 'sejumlah', 'tempat']","['meninjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jawa', 'barat', 'sasaran', 'vaksinasi', 'bogor', 'tersebar']","['tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jawa', 'barat', 'sasar', 'vaksinasi', 'bogor', 'sebar']"
"Gw memang sempat agak khawatir utk vaksinasi AZ krn punya penyakit asma, walau cuma asma ringan.   Ini 8 jam setelah vaksin AZ, ga ada gejala sama sekali. Masih aman. Cuma agak pegel aja di lengan kiri di sekitar yg disuntik. Semoga 2-3 hari ke depan tetap aman. 🙏🏻",1.0,"gw memang sempat agak khawatir utk vaksinasi az krn punya penyakit asma, walau cuma asma ringan.   ini 8 jam setelah vaksin az, ga ada gejala sama sekali. masih aman. cuma agak pegel aja di lengan kiri di sekitar yg disuntik. semoga 2-3 hari ke depan tetap aman. 🙏🏻",gw memang sempat agak khawatir utk vaksinasi az krn punya penyakit asma walau cuma asma ringan ini jam setelah vaksin az ga ada gejala sama sekali masih aman cuma agak pegel aja di lengan kiri di sekitar yg disuntik semoga hari ke depan tetap aman,"['gw', 'memang', 'sempat', 'agak', 'khawatir', 'utk', 'vaksinasi', 'az', 'krn', 'punya', 'penyakit', 'asma', 'walau', 'cuma', 'asma', 'ringan', 'ini', 'jam', 'setelah', 'vaksin', 'az', 'ga', 'ada', 'gejala', 'sama', 'sekali', 'masih', 'aman', 'cuma', 'agak', 'pegel', 'aja', 'di', 'lengan', 'kiri', 'di', 'sekitar', 'yg', 'disuntik', 'semoga', 'hari', 'ke', 'depan', 'tetap', 'aman']","['khawatir', 'vaksinasi', 'az', 'penyakit', 'asma', 'asma', 'ringan', 'jam', 'vaksin', 'az', 'ga', 'gejala', 'aman', 'pegel', 'lengan', 'kiri', 'disuntik', 'semoga', 'aman']","['khawatir', 'vaksinasi', 'az', 'sakit', 'asma', 'asma', 'ringan', 'jam', 'vaksin', 'az', 'ga', 'gejala', 'aman', 'gel', 'lengan', 'kiri', 'suntik', 'moga', 'aman']"
LAUCHING GERAI PELAKSANAAN VAKSINASI COVID-19 https://t.co/ekbHmT96nV https://t.co/mILMfyyzX5,1.0,lauching gerai pelaksanaan vaksinasi covid-19 https://t.co/ekbhmt96nv https://t.co/milmfyyzx5,lauching gerai pelaksanaan vaksinasi covid,"['lauching', 'gerai', 'pelaksanaan', 'vaksinasi', 'covid']","['lauching', 'gerai', 'pelaksanaan', 'vaksinasi', 'covid']","['lauching', 'gerai', 'laksana', 'vaksinasi', 'covid']"
"Upaya Ciptakan Herd Imunity, Polda Sumbar Akan Berikan Vaksinasi Gratis pada Masyarakat https://t.co/0e0izFXmBG",1.0,"upaya ciptakan herd imunity, polda sumbar akan berikan vaksinasi gratis pada masyarakat https://t.co/0e0izfxmbg",upaya ciptakan herd imunity polda sumbar akan berikan vaksinasi gratis pada masyarakat,"['upaya', 'ciptakan', 'herd', 'imunity', 'polda', 'sumbar', 'akan', 'berikan', 'vaksinasi', 'gratis', 'pada', 'masyarakat']","['upaya', 'ciptakan', 'herd', 'imunity', 'sumbar', 'vaksinasi', 'gratis', 'masyarakat']","['upaya', 'cipta', 'herd', 'imunity', 'sumbar', 'vaksinasi', 'gratis', 'masyarakat']"
@jokowi ingin mempercepat vaksinasi di tempat dengan mobilitas dan interaksi tinggi. https://t.co/P4KlbG7qe6,1.0,@jokowi ingin mempercepat vaksinasi di tempat dengan mobilitas dan interaksi tinggi. https://t.co/p4klbg7qe6,ingin mempercepat vaksinasi di tempat dengan mobilitas dan interaksi tinggi,"['ingin', 'mempercepat', 'vaksinasi', 'di', 'tempat', 'dengan', 'mobilitas', 'dan', 'interaksi', 'tinggi']","['mempercepat', 'vaksinasi', 'interaksi']","['cepat', 'vaksinasi', 'interaksi']"
"@CommuterLine min, apakah besok masih dijadwalkan untuk vaksinasi masyarakat umum di stasiun bogor? Makasih",1.0,"@commuterline min, apakah besok masih dijadwalkan untuk vaksinasi masyarakat umum di stasiun bogor? makasih",min apakah besok masih dijadwalkan untuk vaksinasi masyarakat umum di stasiun bogor makasih,"['min', 'apakah', 'besok', 'masih', 'dijadwalkan', 'untuk', 'vaksinasi', 'masyarakat', 'umum', 'di', 'stasiun', 'bogor', 'makasih']","['besok', 'dijadwalkan', 'vaksinasi', 'masyarakat', 'stasiun', 'bogor', 'makasih']","['besok', 'jadwal', 'vaksinasi', 'masyarakat', 'stasiun', 'bogor', 'makasih']"
vaksinasi merupakan upaya pemerintah dalam membendung penularan virus di masa pandemi. https://t.co/5FnNlBTobn,1.0,vaksinasi merupakan upaya pemerintah dalam membendung penularan virus di masa pandemi. https://t.co/5fnnlbtobn,vaksinasi merupakan upaya pemerintah dalam membendung penularan virus di masa pandemi,"['vaksinasi', 'merupakan', 'upaya', 'pemerintah', 'dalam', 'membendung', 'penularan', 'virus', 'di', 'masa', 'pandemi']","['vaksinasi', 'upaya', 'membendung', 'penularan', 'virus', 'pandemi']","['vaksinasi', 'upaya', 'bendung', 'tular', 'virus', 'pandemi']"
"Tinjau Vaksinasi Stasiun Bogor, Jokowi: Di Sini Penting Karena Mobilitas Tinggi https://t.co/0oMbgVVchO",1.0,"tinjau vaksinasi stasiun bogor, jokowi: di sini penting karena mobilitas tinggi https://t.co/0ombgvvcho",tinjau vaksinasi stasiun bogor jokowi di sini penting karena mobilitas tinggi,"['tinjau', 'vaksinasi', 'stasiun', 'bogor', 'jokowi', 'di', 'sini', 'penting', 'karena', 'mobilitas', 'tinggi']","['tinjau', 'vaksinasi', 'stasiun', 'bogor']","['tinjau', 'vaksinasi', 'stasiun', 'bogor']"
"Pemprov DKI Jakarta resmi menggelar vaksinasi Covid-19 untuk masyarakat umum dengan syarat berusia lebih dari 18 tahun.  Pelaksanaan vaksinasi diberikan dengan tetap memprioritaskan tenaga kesehatan,kelompok lanjut usia, dan pelayan publik.  Berikut Syarat  Cara Pendaftarannya. https://t.co/mnfdhQCA3C",1.0,"pemprov dki jakarta resmi menggelar vaksinasi covid-19 untuk masyarakat umum dengan syarat berusia lebih dari 18 tahun.  pelaksanaan vaksinasi diberikan dengan tetap memprioritaskan tenaga kesehatan,kelompok lanjut usia, dan pelayan publik.  berikut syarat  cara pendaftarannya. https://t.co/mnfdhqca3c",pemprov dki jakarta resmi menggelar vaksinasi covid untuk masyarakat umum dengan syarat berusia lebih dari tahun pelaksanaan vaksinasi diberikan dengan tetap memprioritaskan tenaga kesehatan kelompok lanjut usia dan pelayan publik berikut syarat cara pendaftarannya,"['pemprov', 'dki', 'jakarta', 'resmi', 'menggelar', 'vaksinasi', 'covid', 'untuk', 'masyarakat', 'umum', 'dengan', 'syarat', 'berusia', 'lebih', 'dari', 'tahun', 'pelaksanaan', 'vaksinasi', 'diberikan', 'dengan', 'tetap', 'memprioritaskan', 'tenaga', 'kesehatan', 'kelompok', 'lanjut', 'usia', 'dan', 'pelayan', 'publik', 'berikut', 'syarat', 'cara', 'pendaftarannya']","['pemprov', 'dki', 'jakarta', 'resmi', 'menggelar', 'vaksinasi', 'covid', 'masyarakat', 'syarat', 'berusia', 'pelaksanaan', 'vaksinasi', 'memprioritaskan', 'tenaga', 'kesehatan', 'kelompok', 'usia', 'pelayan', 'publik', 'syarat', 'pendaftarannya']","['pemprov', 'dki', 'jakarta', 'resmi', 'gelar', 'vaksinasi', 'covid', 'masyarakat', 'syarat', 'usia', 'laksana', 'vaksinasi', 'prioritas', 'tenaga', 'sehat', 'kelompok', 'usia', 'layan', 'publik', 'syarat', 'daftar']"
Ade Yasin Dampingi Presiden Jokowi Tinjau Vaksinasi Massal di Stadion Pakansari - https://t.co/SGELjicJzw,1.0,ade yasin dampingi presiden jokowi tinjau vaksinasi massal di stadion pakansari - https://t.co/sgeljicjzw,ade yasin dampingi presiden jokowi tinjau vaksinasi massal di stadion pakansari,"['ade', 'yasin', 'dampingi', 'presiden', 'jokowi', 'tinjau', 'vaksinasi', 'massal', 'di', 'stadion', 'pakansari']","['yasin', 'dampingi', 'tinjau', 'vaksinasi', 'massal', 'stadion']","['yasin', 'damping', 'tinjau', 'vaksinasi', 'massal', 'stadion']"
"Strategi Tangani Covid-19 di Kudus, Panglima TNI: Percepat Vaksinasi dan Perketat PPKM Mikro.  Selengkapnya klik tautan berikut ini.  #Kudus #Panglima #TNI #Percepat #Vaksinasi   https://t.co/UoRfJniB1c",1.0,"strategi tangani covid-19 di kudus, panglima tni: percepat vaksinasi dan perketat ppkm mikro.  selengkapnya klik tautan berikut ini.  #kudus #panglima #tni #percepat #vaksinasi   https://t.co/uorfjnib1c",strategi tangani covid di kudus panglima tni percepat vaksinasi dan perketat ppkm mikro selengkapnya klik tautan berikut ini,"['strategi', 'tangani', 'covid', 'di', 'kudus', 'panglima', 'tni', 'percepat', 'vaksinasi', 'dan', 'perketat', 'ppkm', 'mikro', 'selengkapnya', 'klik', 'tautan', 'berikut', 'ini']","['strategi', 'tangani', 'covid', 'percepat', 'vaksinasi', 'perketat', 'ppkm', 'mikro', 'selengkapnya', 'klik', 'tautan']","['strategi', 'tangan', 'covid', 'cepat', 'vaksinasi', 'ketat', 'ppkm', 'mikro', 'lengkap', 'klik', 'taut']"
