tweets,label
Hujan angin membuat tenda vaksinasi massal di Stadion Gelora Bandung Lautan Api ambruk. Proses vaksinasi pindah dari area luar ke area dalam. https://t.co/aeOc2lA8q7,0
"Ayoo..kita jaga jarak, nggak usah keliar rumah jika nggak perlu, dan Vaksinasi 🙏🙏 https://t.co/NyxfvWoyQ6",1
Ini Kata Seorang Kadus Soal Vaksinasi di Kepulauan Sumenep https://t.co/shletbTPJB,1
"HUT Bhayangkara, Polres Lumajang Gelar Vaksinasi Covid-19 Massal https://t.co/XmE8DWXwME",1
"Polres Tulangbawang, Lampung akan menggelar vaksinasi massal tahap I dengan sasaran utama warga yang sudah lanjut usia (lansia).  https://t.co/o5kfCvmCyG",1
"Ridwan Kamil Dampingi Presiden Tinjau Vaksinasi Massal Covid-19 di Bogor, Ini yang disampaikan Jokowi https://t.co/NEVUmTk6nR",1
Pendampingan Gertak Vaksinasi dan PPKM Mikro oleh Personel Koramil 1626-03/Tembuku  @Korem163Wsa  @Kodam9Udayana @tni_ad @puspen_tni #puspen_ad @bangli @infobali @cucitangan @pakaimasker @jagajarak #VaksinasiCovid19 https://t.co/a8OG6RRgk5,1
"Panglima TNI Marsekal TNI Hadi Tjahjanto menyebut percepatan vaksinasi nasional termasuk di Kabupaten Kudus, Jawa Tengah penting guna menekan laju penyebaran kasus positif COVID-19. https://t.co/OP0MsOkVR2",1
"@mas_triadhianto Halo pak, apa nanti ada gelombang 2 vaksinasi pak? Bagaimana dengan orang orang yang sedang di luar kota?",1
@sephdeeen Anda di perbolehkan untuk melakukan vaksinasi di Fasilitas Kesehatan sesuai Domisili KTP/lokasi yang dekat dengan tempat tinggal anda saat ini. Terima Kasih,1
"@luxgurl1 @NCLYS Kalo aku sih pas vaksin AZ langsung disuruh minum sanmol di tempat vaksinasi. Malemnya demam hampir 39an.  H+1 pagi udah turun ke 37,2 an gitu terus minum sanmol lagi, malemnya udah turun ke 36,7. H+2 udah sehat, paling sakit dikit ditempat tusukan vaksin.",0
@mynewshub @AimanAirin2 Kalau X nk bersidang pun suka hati PM @MuhyiddinYassin lah....janji yg dh lengkap vaksinasi dibenarkan merentas negeri.,1
Untuk informasi lebih lanjut dapat menghubungi di ☎️Hotline Vaksinasi Covid-19 : 0851-5944-6443  Salam Sehat,1
Reposted from Puskesmas Johar Baru  📢📢..Halo Halooo..Sahabat Sehat Kecamatan Johar Baru.. Kegiatan Vaksinasi Covid-19 sudah dimulai bagi penduduk usia 18 tahun keatas loooh..  Bagaimana caranya untuk mendapatkan vaksinasi nya ? @Kec_Joharbaru https://t.co/xrIt0WwOvk,1
Presiden Minta Vaksinasi di Tempat dengan Mobilitas dan Interaksi Tinggi Dipercepat https://t.co/GtFaR3iIyx,1
Presiden Minta Vaksinasi di Tempat dengan Mobilitas dan Interaksi Tinggi Dipercepat https://t.co/zRavhRiXmR,1
@IdrisAShomad Mohon informasi terkait vaksinasi Covid-19 non lansia yang ber-KTP Depok apakah sudah dimulai Pak..?,1
"Setelah melakukan vaksinasi covid-19, akan ada beberapa efek samping yang dirasakan. Salah satunya, yaitu badan yang terasa pegal. Hal tersebut ternyata normal karena merupakan sebuah tanda kalau tubuh sedang melakukan perlindungan atau antibodi, Ladies. https://t.co/g0uckRUSOz",0
"Kunjungi Bogor, Jokowi Minta Vaksinasi Dipercepat   https://t.co/IjOGKrzcnc",1
"Kunjungi Bogor, Jokowi Minta Vaksinasi Dipercepat   https://t.co/2nJXHNREVH",1
"Come on, @KemenkesRI. Program vaksinasi Indonesia jauh banget dari target.",0
"Di Nganjuk, Setiap Hari Dilakukan Vaksinasi Covid-19 kepada Ribuan Warga https://t.co/vLrDeQSJCF",1
"Kunjungi Bogor, Jokowi Minta Vaksinasi Dipercepat   https://t.co/kKBLQRmr2T",1
"Kon belum tau tha? Pengemudi Bluebird di Surabaya dan Medan udah divaksin 100%, lho! Totalnya, @bluebirdgroup udah ngelakuin vaksinasi mandiri 100% di 10 kota-kota ini: Jabodetabek, Bandung, Lombok dan Bali!  Semoga perjalananmu selanjutnya jadi #LebihTenang, ya💙 https://t.co/vkUpR756Di",1
"Kunjungi Bogor, Jokowi Minta Vaksinasi Dipercepat   https://t.co/KcHZ6C3UOY",1
"Kunjungi Bogor, Jokowi Minta Vaksinasi Dipercepat   https://t.co/MqvmJK4iyY",1
"Ladies pasti sudah tahu kalau vaksinasi covid-19 penting untuk dilakukan guna mencegah penyebaran virus. Hal ini juga sebagai upaya meningkatkan imun tubuh agar tidak mudah terjangkit virus. Tapi, bila kamu ingin vaksin, ketahui hal-hal ini dulu yuk! https://t.co/p2lfXktdD9",1
@KPWKM @JKMHQ @KKMPutrajaya @JKJAVMY @officialmosti Saya dah pilih masih menunggu turn saya untuk di vaksinasi.. 🥲,1
@jokowi Vaksinasi apa Imunisasi ..? Manakah yg sesuai digunakan.. Vaksinasi...? Imunisasi..?,1
@kominfo_jtg https://t.co/hWUmyCGcvT apakah ini valid min ?cc @ganjarpranowo,1
TNI-POLRI Malut Sukseskan Vaksinasi Nasional dengan 184 Penerima! https://t.co/pAVZozCC0L,1
"Hari ini 9.568 orang dari 9 lokasi di Batam divaksin Covid-19. Di beberapa lokasi sempat terjadi kerumunan massa, tapi segera diatasi. Yang belum divaksin siap-siap...  #BARAKATA #batam #vaksinasi   https://t.co/5P0Ixx8kXy",1
Contoh Di Putrajaya penduduk 50 ribu. Agihan vaksin tesebut ke Putrajaya dan lengkapkan vaksinasi tesebut. Jesteru Putrajaya tidak perlu Di tutup. Dimana populasi negeri yang kurang vaksinasi boleh dilengkapkan dalam masa yang singkat. Buat masa ini agihan vaksinasi ke semua,0
"Saat ini, vaksinasi merupakan solusi yang dianggap paling tepat dalam mengurangi jumlah kasus infeksi virus COVID-19 yang kini mulai bermutasi di beberapa negara, bahkan telah masuk ke Indonesia. https://t.co/pvhHyioEO7",1
telah terjejas. Vaksin telah sampai dan pengagihan telah dilaksanakan. Cadangan saya ialah daripada melaksanakan PKP 3.0 satu Malaysia. Kita boleh memberikan dan melengkapkan vaksinasi ke satu negeri ke satu negeri.,1
Program Saringan Vaksinasi Covid-19 Gelandangan @ WPKL secara percuma di Anjung Kelana. Jom ambik vaksin demi kebaikan bersama.   #privowp #kwp #ywp #kitajagakita #HerdImmunity #kitamestimenang   @AnnuarMusa @kw_seriwilayah @yayasanwp @akhbarwilayahku @tunfaisal https://t.co/PJ0j8x7PLX,1
Belasan Tenda Milik BNPB dan BPBD di Lokasi Vaksinasi Massal di Stadion ... https://t.co/QQGMSfqSi2 via @YouTube,1
Bhabinkamtibmas Polsek Arsel Aiptu Nurhadi Monitoring Kegiatan Vaksinasi Massal Di Aula PPK Kelurahan Baru https://t.co/jABBjOMdVv,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/U9KE69Nivs",1
Begini Cara Polisi Percepat Vaksinasi COVID-19 di Jombang https://t.co/3jFoPrk4dv,1
"@AzwanHajiAli Better stop politik ni sekejap. Mohon YDPA lantik seseorang untuk lead negara sampai vaksinasi selesai. Paling penting BUKAN ANWAR, BUKAN TUN M. Lantik yang betuk - betul kerja nak pulihkan negara.",0
Polsek Kolam Dan Koramil Laksanakan Pengamanan Vaksinasi Di PT. BGA https://t.co/yG6bBR7XGz,1
"Berdasarkan analisis dan evaluasi, Tito melihat adanya kecenderungan masyakarat mulai jenuh dalam penerapan 5M. Padahal, dia menegaskan prokes merupakan senjata utama dalam memutus rantai penyebaran Covid-19, disamping upaya vaksinasi  @kemendagri  https://t.co/xpxSvA5fR3",0
Susah banget dari sore mau isi ini.. Mungkin perlu ditambah kapasitas nya untuk daftar vaksinasi. Jangan sampai mau vaksin jadi males..  @DKIJakarta @aniesbaswedan https://t.co/cOw0ykXdrT,0
"Hebahan Info On Wheels (IOW) Perintah Kawalan Pergerakan (PKP) 3.0, Fasa 1 dan Kempen Pendaftaran Vaksinasi COVID-19 Daerah Petaling   https://t.co/ioKf2M98dO  #IOW  #PKP #COVID19  #PatuhiSOP  #KitaMestiMenang #MenangBersama #KomunikasiKita #JaPenSelangor https://t.co/vOpgJuQMML",
PT Pura Kudus targetkan vaksinasi COVID-19 14.000 karyawan tuntas Juni - #INDONESIA  https://t.co/zt0wt9tbmR,1
selain bikin beberapa org demam ternyata juga bikin sebagian jalan jdi macet. -vaksinasi,0
"Update perkembangan vaksinasi COVID-19 di Indonesia, per tanggal 17 Juni 2021 pukul 18.00 WIB.  #VaksinasiNasional https://t.co/zsD34uHsyz",1
"*GIAT PAM VAKSINASI COVID 19  DI WILKUM POLSEK BANGUN PURBA*  Selamat Siang Komandan,  *Ijin Melaporkan Giat PAM Vaksinasi  Covid 19 Tahap II di Wilkum Polsek Bangun Purba *_, sbb :  *I. Dasar* :  -  Undang undang Nomor 02 Tahun 2002 Tentang Kepolisian Negara Republik Indonesia. https://t.co/e3UiZZNmYK",1
Dashboard Vaksinasi Kemenkes Sajikan Informasi Aktual COVID 19 di Indonesia https://t.co/4Yj3Jfn9aE,1
"Presiden Joko Widodo (Jokowi) meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas.  https://t.co/dS2VVtua8Q @jokowi",1
"#MAKASSAR Politeknik ATI Makassar Laksanakan Vaksinasi Covid-19 Dosis Pertama: https://t.co/nlfsZ5f9aj, MAKASSAR – Politeknik ATI Makassar melakukan vaksinasi Covid-19 dosis pertama yang dilaksanakan di Aula Kampus... https://t.co/F3kW7PEqcc https://t.co/B5cRklfhij",1
"Selama Proses Vaksinasi Masih Berjalan, Kami Siap Menjamin Vaksin Tersimpan Baik Serta Aman https://t.co/ANgjETiJEt",1
Presiden Tinjau Vaksinasi bagi Masyarakat di Stadion Pakansari Bogor  https://t.co/YTM0zF01d2 https://t.co/v7RARQQTso,1
Presiden Tinjau Vaksinasi bagi Masyarakat di Stadion Pakansari Bogor  https://t.co/PCz9vm1s0P https://t.co/HWUCNpbQDE,1
Vaksinasi Massal Covid-19 di Kawasan Pasar Tanah Abang https://t.co/PFztNnwV4r,1
CEGAH COVID-19 DENGAN VAKSINASI https://t.co/3OzsQagNmG Tanah Air Beta,1
"Jokowi Minta Percepat Vaksinasi di Stasiun, Bandara dan Pelabuhan https://t.co/7IBkgxAqEf @jokowi",1
"Diterjang Badai, Tenda Vaksinasi Covid-19 di GBLA Porak Poranda, Penerima dan Petugas Vaksin Dievakuasi https://t.co/dIitkwSbro",0
Jubir Tiongkok Daratan sebut pengaturan vaksinasi Tiongkok Daratan untuk rekan senegara Taiwan tunjukkan kasih sayang https://t.co/kipHU1u6sM https://t.co/Fetx4LLDlB,1
"https://t.co/FCoy6NzMym Dengan adanya vaksinasi di stasiun dan lingkungannya, Presiden @jokowi berharap seluruh pihak dan masyarakat bisa segera terlindungi dari Covid-19.  Jokowi lawan pandemi",1
Pelaksanaan vaksinasi masal berbasis banjar di Desa Singapadu Kaler #kekebalankomunal #VaksinasiCovid19  #vaksinmelindunginegeri  @jokowi  @halimiskandarnu  @taufikmadji71 @malik_haramain  @yusradaridesa  @bangsispusdatin  @tppkemendes  @TPPBali  @EfendiMashor  @Ki_Mangku https://t.co/JJ2kiyTBiG,1
Abis di vaksinasi maunya senderan Mulu kaya cakwe,0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/jHXInqS4EN",1
"https://t.co/t8a6vkkhLb Presiden Joko Widodo ( @jokowi) meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas. https://t.co/sH9p2whsSV",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/fxabJRLfCC",1
"Meningkatnya lonjakan kasus dan varian baru COVID-19 di Indonesia membuat pemerintah mengambil langkah tegas, seperti percepatan vaksinasi terhadap masyarakat.  #VaksinasiCovid19  #HolopisCom  https://t.co/4LHd8EUtWJ",0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/YmDVLqu9zv",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/3yq4bIRqxz",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/bGEe6rSxuG",1
"Tinjau Vaksinasi Stasiun Bogor, Jokowi: Di Sini Penting Karena Mobilitas Tinggi https://t.co/7xRjsDwYpp",1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/BMGzPClYj7",1
"#InfoTNIment Edisi 17 Juni 2021: TNI-Polri Dukung Program Vaksinasi Nasional, 1 Juta Vaksin Perhari  #p5tni #kapolri #puspentni #sinergitnipolri #VaksinasiNasional #bersamalawancovid19 https://t.co/nQtNQoyrud",1
2.432 Petugas Bandara Juanda Jalani Vaksinasi Kedua https://t.co/bNcwZIH4BY,1
https://t.co/j53uNNb61F Bogor merupakan salah satu wilayah aglomerasi dan penyangga ibu kota Jakarta sehingga tingkat interaksi dan mobilitas penduduknya tinggi. Untuk itu vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat.  Jokowi lawan pandemi https://t.co/yxO4IjJkyo,1
@aik_arif Presiden sibuk ngawasin vaksinasi..,0
"Personil Polsek Jabiren Raya Amankan Vaksinasi Tahap I Covid – 19 Lansia, Pelayan Publik dan Masyarakat Umum di Posyando Desa Tumbang Nusa https://t.co/PAbavgx6Ee",1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/EGnTAoCyJf",1
Besok gw vaksinasi :),1
"@jek___ [di Klinik]  ""Permisi bu, sy mau vaksinasi, daftarnya di mana y?""  ""Oh ya, bpk ke ruang A (*smbl nunjuk), nanti akan dilakukan verifikasi identitas di sana.""  ""Bu, saya tuh mau daftar vaksinasi, bukan mau daftar akun saya biar centang biru. Dah lah, badmood.""  ""....""  #sensitip",0
"Data Kemenkes: 12.022.624 Orang Sudah Vaksinasi Dosis 2: Sebanyak 12.022.624 orang telah menerima vaksin Covid-19 lengkap, yakni dosis pertama dan kedua. Ini menunjukkan, persentase orang yang sudah mendapatkan vaksinasi lengkap mencapai 29,80 persen… https://t.co/1tKOwoBIBc",1
Vaksinasi Covid-19 Massal Kota Bekasi Targetkan Suntik 12 Ribu Orang https://t.co/FE5PaPuwPA,1
WUJUDKAN MASYARAKAT YANG SEHAT DAN PRODUKTIF DENGAN VAKSINASI COVID-19  #polresblitarkota #humaspolresblitarkota @yuhese https://t.co/AAH7SNKBBC https://t.co/ulZGDa8X67,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat ini https://t.co/yPrc88B9pB",1
@infobdg syaratnya bawa 2 lansia  https://t.co/82pVqpUVdU,1
"@infobdg Dapet info dari temen, katanya buat di bandung bisa di sudirman ballroom. Cuman sampe skrng belum dapet info valid nya. (Temen kerja di bagian admin untuk vaksinasi u/ usia 18+ di jakarta)",0
"Desa Cicalengka Wetan Bandung Gelar Vaksinasi Lansia, Sekdes Sebut Warga Cukup Antusias https://t.co/Ij2BgHV6Du",1
"Hujan Angin Terjang Stadion GBLA, Tenda Vaksinasi Massal Runtuh https://t.co/xcPA77chkb",0
"Tinjau Vaksinasi Massal di GBLA, Menkes: Presiden Ingin Tembus Satu Juta Per Hari https://t.co/Y2ZzRpVxDo",1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/AMxjfJ2zgW",1
"Inilah lokasi vaksinasi Covid-19 untuk warga DKI Jakarta yang berusia 18 tahun ke atas, warga non-DKI Jakarta juga bisa ikut. #VaksinasiUsia18Tahun https://t.co/z5XNpJr4Rl",1
"Tinjau Vaksinasi di Bandung, Ini Harapan Kapolri dan Panglima TNI https://t.co/0UH0ekxK4N",1
"@MrLLL21 @LaporCovid @KawalCOVID19 @BangMidji @DinkesKalbar Sudah pernah tapi tidak ada respon, bisa dimaklumi, soalnya komentar saya mungkin tenggelam dalam lautan komentar netizen Kalbar yang mayoritas tidak percaya bahaya COVID-19.  Asli miris lihat isi kolom komentar setiap postingan Pak Gubernur yang mengingatkan prokes/vaksinasi.",0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/9X8gw25Jfd",1
"Sukseskan vaksinasi covid - 19 di Kota Sukabumi, semoga pandemi segera usai. https://t.co/SAyKOG5pfG",1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/GpGfd9dyjA",1
@CitraMargono (II) Kamu bisa daftar vaksinasi dengan datang langsung ke fasilitas kesehatan terdekat atau mengunjungi situs https://t.co/pJJ2XEcyaT maupun melalui aplikasi JAKI.,1
"@CitraMargono (I) Bisa, sasaran vaksinasi Provinsi DKI Jakarta adalah semua warga Jakarta yang sehat, berusia mulai dari 18 tahun ke atas, serta memiliki KTP DKI Jakarta atau Surat Keterangan Domisili maupun Surat Keterangan Bekerja di Jakarta.",1
@infobogor Kapan lagi kab.bogor buka vaksinasi?,1
"Lawan COVID-19, 90 Ribu Perusahaan Telah Gelar Vaksinasi Gotong Royong https://t.co/XYVVGizmJa",1
TNI-Polri gelar vaksinasi di 100 titik dukung program 1 juta dosis per hari https://t.co/a0vFEmCunG https://t.co/2o2E8xCY4G,1
PT XL Axiata Tbk (XL Axiata) secara bertahap terus melakukan vaksinasi kepada karyawan https://t.co/Z5OLXSrWgL,1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai   BANDUNG- Panglima TNI Marsekal Hadi Tjahjanto dan Kapolri Jenderal Listyo Sigit Prabowo Menteri Kesehtan Budi Gunadi Sadikin meninjau vaksinasi di Stadion Gelora Bdg https://t.co/l1wQV0UJVM",1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai   BANDUNG- Panglima TNI Marsekal Hadi Tjahjanto dan Kapolri Jenderal Listyo Sigit Prabowo Menteri Kesehtan Budi Gunadi Sadikin meninjau vaksinasi di Stadion Gelora Bdg https://t.co/RFEppxXPu8",1
"Knp vaksinasi umum di bbrp pos ini kudu dilimit soal ktp ya? Kenapa gak bs daftar either ktp dr mana aja. Yg pntg diusahain tempat utk vaksinasi shoot 1 dan shoot 2 sama, spy memudahkan. Gw ckup yakin warga bakal vaksin sesuai jatah, gak bakal overdosis. Yg pntg disosialisasiin.",0
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai   BANDUNG- Panglima TNI Marsekal Hadi Tjahjanto dan Kapolri Jenderal Listyo Sigit Prabowo Menteri Kesehtan Budi Gunadi Sadikin meninjau vaksinasi di Stadion Gelora Bdg https://t.co/nTI7QMt9kk",1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai   BANDUNG- Panglima TNI Marsekal Hadi Tjahjanto dan Kapolri Jenderal Listyo Sigit Prabowo Menteri Kesehtan Budi Gunadi Sadikin meninjau vaksinasi di Stadion Gelora Bdg https://t.co/92TzExtbRD",1
Panglima TNI dan Kapolri Meninjau Pelaksanaan Vaksinasi Massal Di Bandung https://t.co/FwbOGM5QDm,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/gO6PrjCLLQ",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/7Be2ZPECJd., meninjau langsung pelaksanaan vaksinasi . https://t.co/VOVJNWJscB",1
Kami atas nama Jalur Nambo mengucapkan Terima Kasih atas kesempatan yang sangat luar biasa ini.   Semoga kita semua selalu diberi kesehatan.  Sampai Jumpa di Vaksinasi Tahap ke-2 👋 https://t.co/hgYyOQTG9W,1
@segelaskopipait Kegiatan vaksinasi di GBLA hanya diadakan hari ini saja,1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/ZJstYMSM2X",1
